id	sentence1	label	positions
1531	I used to live in a rented appartment in LOCATION1 price during my `` rocking days '' and links into the centre are fast and frequent by tube `` underground railway ''	None	9 10 
1531	I used to live in a rented appartment in LOCATION1 safety during my `` rocking days '' and links into the centre are fast and frequent by tube `` underground railway ''	None	9 10 
1531	I used to live in a rented appartment in LOCATION1 transit location during my `` rocking days '' and links into the centre are fast and frequent by tube `` underground railway ''	Positive	9 10 11 
1532	LOCATION1 general basin of moving to London	None	0 1 
1532	LOCATION1 price basin of moving to London	None	0 1 
1532	LOCATION1 safety basin of moving to London	None	0 1 
1532	LOCATION1 transit location basin of moving to London	None	0 1 2 
1533	LOCATION1 general is the most depressing place i 've ever lived none of the neighbours speak to you , everyone had an attitude and there were rats in the bins by the flats we lived in	Negative	0 1 
1533	LOCATION1 price is the most depressing place i 've ever lived none of the neighbours speak to you , everyone had an attitude and there were rats in the bins by the flats we lived in	None	0 1 
1533	LOCATION1 safety is the most depressing place i 've ever lived none of the neighbours speak to you , everyone had an attitude and there were rats in the bins by the flats we lived in	None	0 1 
1533	LOCATION1 transit location is the most depressing place i 've ever lived none of the neighbours speak to you , everyone had an attitude and there were rats in the bins by the flats we lived in	None	0 1 2 
1534	If you want lots of clubs/bars in one place then I would suggest LOCATION1 general	None	13 14 
1534	If you want lots of clubs/bars in one place then I would suggest LOCATION1 price	None	13 14 
1534	If you want lots of clubs/bars in one place then I would suggest LOCATION1 safety	None	13 14 
1534	If you want lots of clubs/bars in one place then I would suggest LOCATION1 transit location	None	13 14 15 
1535	LOCATION1 general is the best place to live where youll find less hustle bustle hence youll feel good by living a quiet and safe life You have not seen the hole of London	None	0 1 
1535	LOCATION1 price is the best place to live where youll find less hustle bustle hence youll feel good by living a quiet and safe life You have not seen the hole of London	None	0 1 
1535	LOCATION1 safety is the best place to live where youll find less hustle bustle hence youll feel good by living a quiet and safe life You have not seen the hole of London	Positive	0 1 
1535	LOCATION1 transit location is the best place to live where youll find less hustle bustle hence youll feel good by living a quiet and safe life You have not seen the hole of London	None	0 1 2 
1536	LOCATION1 general , London and of course Greater London	None	0 1 
1536	LOCATION1 price , London and of course Greater London	None	0 1 
1536	LOCATION1 safety , London and of course Greater London	None	0 1 
1536	LOCATION1 transit location , London and of course Greater London	None	0 1 2 
1537	UK 3 pin - LOCATION1 general boarders both zone three ( 3 ) and zone four ( 4 )	None	4 5 
1537	UK 3 pin - LOCATION1 price boarders both zone three ( 3 ) and zone four ( 4 )	None	4 5 
1537	UK 3 pin - LOCATION1 safety boarders both zone three ( 3 ) and zone four ( 4 )	None	4 5 
1537	UK 3 pin - LOCATION1 transit location boarders both zone three ( 3 ) and zone four ( 4 )	None	4 5 6 
1538	LOCATION1 general is an absolute toilet	Negative	0 1 
1538	LOCATION1 price is an absolute toilet	None	0 1 
1538	LOCATION1 safety is an absolute toilet	None	0 1 
1538	LOCATION1 transit location is an absolute toilet	None	0 1 2 
1539	The Palm Tree , in LOCATION1 general , is another great East End pub that has accomplished local jazz players on weekends	None	5 6 
1539	The Palm Tree , in LOCATION1 price , is another great East End pub that has accomplished local jazz players on weekends	None	5 6 
1539	The Palm Tree , in LOCATION1 safety , is another great East End pub that has accomplished local jazz players on weekends	None	5 6 
1539	The Palm Tree , in LOCATION1 transit location , is another great East End pub that has accomplished local jazz players on weekends	None	5 6 7 
153	in LOCATION1 general	None	1 2 
153	in LOCATION1 price	None	1 2 
153	in LOCATION1 safety	None	1 2 
153	in LOCATION1 transit location	None	1 2 3 
1540	LOCATION2 is KT6 ; LOCATION1 general is HA5 ect	None	4 5 
1540	LOCATION2 is KT6 ; LOCATION1 price is HA5 ect	None	4 5 
1540	LOCATION2 is KT6 ; LOCATION1 safety is HA5 ect	None	4 5 
1540	LOCATION2 is KT6 ; LOCATION1 transit location is HA5 ect	None	4 5 6 
1541	There is an asda just up the road in LOCATION1 general	None	9 10 
1541	There is an asda just up the road in LOCATION1 price	None	9 10 
1541	There is an asda just up the road in LOCATION1 safety	None	9 10 
1541	There is an asda just up the road in LOCATION1 transit location	None	9 10 11 
1542	I live in LOCATION1 general , which is considered one of the better areas - and I 've been mugged twice	Positive	3 4 
1542	I live in LOCATION1 price , which is considered one of the better areas - and I 've been mugged twice	None	3 4 
1542	I live in LOCATION1 safety , which is considered one of the better areas - and I 've been mugged twice	Negative	3 4 
1542	I live in LOCATION1 transit location , which is considered one of the better areas - and I 've been mugged twice	None	3 4 5 
1543	LOCATION1 general like most of the area is a perfectly respectable place to live	None	0 1 
1543	LOCATION1 price like most of the area is a perfectly respectable place to live	None	0 1 
1543	LOCATION1 safety like most of the area is a perfectly respectable place to live	None	0 1 
1543	LOCATION1 transit location like most of the area is a perfectly respectable place to live	None	0 1 2 
1544	LOCATION1 general is better when you need to get somewhere on the Northenr line , like the London	None	0 1 
1544	LOCATION1 price is better when you need to get somewhere on the Northenr line , like the London	None	0 1 
1544	LOCATION1 safety is better when you need to get somewhere on the Northenr line , like the London	None	0 1 
1544	LOCATION1 transit location is better when you need to get somewhere on the Northenr line , like the London	Positive	0 1 2 
1545	LOCATION1 general is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 1 
1545	LOCATION1 price is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 1 
1545	LOCATION1 safety is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 1 
1545	LOCATION1 transit location is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 1 2 
1546	Crossrail mainline link between LOCATION1 general , central London and north Kent	None	4 5 
1546	Crossrail mainline link between LOCATION1 price , central London and north Kent	None	4 5 
1546	Crossrail mainline link between LOCATION1 safety , central London and north Kent	None	4 5 
1546	Crossrail mainline link between LOCATION1 transit location , central London and north Kent	Positive	4 5 6 
1547	come to think of it , if it was me , i would buy in LOCATION1 general , quiet area , with nice houses and good transport	None	15 16 
1547	come to think of it , if it was me , i would buy in LOCATION1 price , quiet area , with nice houses and good transport	Positive	15 16 
1547	come to think of it , if it was me , i would buy in LOCATION1 safety , quiet area , with nice houses and good transport	None	15 16 
1547	come to think of it , if it was me , i would buy in LOCATION1 transit location , quiet area , with nice houses and good transport	Positive	15 16 17 
1548	On the Surrey side , there is LOCATION1 general and so on	None	7 8 
1548	On the Surrey side , there is LOCATION1 price and so on	None	7 8 
1548	On the Surrey side , there is LOCATION1 safety and so on	None	7 8 
1548	On the Surrey side , there is LOCATION1 transit location and so on	None	7 8 9 
1549	There are different areas within LOCATION1 general	None	5 6 
1549	There are different areas within LOCATION1 price	None	5 6 
1549	There are different areas within LOCATION1 safety	None	5 6 
1549	There are different areas within LOCATION1 transit location	None	5 6 7 
154	I am told LOCATION1 general has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	Negative	3 4 
154	I am told LOCATION1 price has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	Positive	3 4 
154	I am told LOCATION1 safety has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	None	3 4 
